i, score
0, 57.919306661153335
1, 57.919306661153335
2, 58.042253836593936
3, 58.04580270376408
4, 58.09183892073456
5, 58.13762474235474
6, 58.16601928265654
7, 58.28480049972692
8, 58.44680639365926
9, 58.44680639365926
10, 58.70878995555268
11, 58.84039941793304
12, 58.99517354163025
13, 59.12657720859007
14, 59.3117898964462
15, 59.405565128876745
16, 59.50922396615296
17, 59.52934110759776
18, 59.65944735106365
19, 59.769318770531854
20, 59.79853333648862
21, 59.94825371189278
22, 59.99021710737329
23, 60.05240909008304
24, 60.05240909008304
25, 60.00009425742749
26, 60.24686153585928
27, 60.24686153585928
28, 60.24686153585928
29, 60.34374008152903
30, 60.34562734172097
31, 60.36257616332994
32, 60.59408928525218
33, 60.79357136485789
34, 60.7693023655558
35, 60.8859834805229
36, 60.99954037969743
37, 61.0287980408891
38, 61.075092690831745
39, 61.109291115346366
40, 61.228210402414724
41, 61.25206766770052
42, 61.379839012662444
43, 61.4603821450731
44, 61.85995878361214
45, 61.98020360501522
46, 62.093760504189746
47, 62.155122239660585
48, 62.130548294565116
49, 62.24410519373964
50, 62.53942504301734
51, 62.655171635160116
52, 62.672445183987804
53, 62.96572989894269
54, 62.82058274883255
55, 62.93291421551182
56, 62.9501877643395
57, 63.047754005703865
58, 63.0969113178724
59, 63.16476697855022
60, 63.16476697855022
61, 63.184071866627065
62, 63.184071866627065
63, 63.60766095236387
64, 63.50233048627206
65, 63.75243220795831
66, 63.75243220795831
67, 63.858208785636776
68, 63.933226316299226
69, 64.04134027141183
70, 64.05697481047356
71, 64.13427637147682
72, 64.33415610922253
73, 64.32949446608175
74, 64.34704693734244
75, 64.4267213036028
76, 64.44463110657843
77, 64.48625032863637
78, 64.52044723718505
79, 64.51107375396246
80, 64.78518720952552
81, 64.53972005057216
82, 64.56297816424674
83, 64.56203774978034
84, 64.56916144359198
85, 64.58591997662805
86, 64.65934122348875
87, 64.83150428139616
88, 64.79857379843385
89, 64.76995610902617
90, 64.76995610902617
91, 64.86025206029632
92, 64.90585066757801
93, 64.9909846815879
94, 64.95899254155081
95, 65.31668839101108
96, 65.2688670732433
97, 65.34119685862349
98, 65.38242397241781
99, 65.45374358281678
100, 65.68382655001066
101, 65.69474124023951
102, 65.91291349040014
103, 65.89948617520469
104, 65.95758319333476
105, 65.96015868646745
106, 65.95758319333476
107, 65.95878003378118
108, 66.27196227234165
109, 66.27196227234165
110, 66.27507957113579
111, 66.57245175995313
112, 66.57443413513923
113, 66.63068002999704
114, 67.09587996241402
115, 67.09587996241402
116, 67.12223561421209
117, 67.13409230560656
118, 67.14132260562587
119, 67.13409230560656
120, 67.15574734500923
121, 67.15574734500923
122, 67.18943143231077
123, 67.22271682237911
124, 67.28702359637364
125, 67.17518522066607
126, 67.22585828182909
127, 67.18169806181224
128, 67.19475189093913
129, 67.3070756518595
130, 67.3070756518595
131, 67.34741958757562
132, 67.34787119663112
133, 67.4758072441112
134, 67.75425373485787
135, 67.76664777674588
136, 67.90702346667128
137, 67.87851733374875
138, 67.75560706119384
139, 67.81183678162728
140, 67.81183678162728
141, 67.847917440225
142, 67.90477288169225
143, 67.90477288169225
144, 67.94042633412909
145, 67.94042633412909
146, 68.06297477699752
147, 68.06297477699752
148, 68.09377310865723
149, 68.0868557520724
150, 68.12091200778117
151, 68.51309685922975
152, 68.51309685922975
153, 68.52860297213692
154, 68.62736028561606
155, 68.62736028561606
156, 68.65131713606752
157, 68.65131713606752
158, 68.65131713606752
159, 68.67076669810918
160, 68.66386384361375
161, 68.66411707177494
162, 68.65601273294442
163, 68.66703574342442
164, 68.66506834481021
165, 68.7642928024547
166, 68.7642928024547
167, 68.66506834481021
168, 68.82816261386144
169, 68.82816261386144
170, 68.83701478804545
171, 68.82816261386144
172, 68.93606233469501
173, 68.93606233469501
174, 68.93606233469501
175, 68.99291260285841
176, 68.99291260285841
177, 68.93606233469501
178, 68.95130061533204
179, 68.95890922661597
180, 68.93733972104634
181, 69.24806827865213
182, 69.24806827865213
183, 69.24806827865213
184, 69.24806827865213
185, 69.47069816731515
186, 69.47172411461447
187, 69.47172411461447
188, 69.49151134986711
189, 69.4971619367392
190, 69.57983806972707
191, 69.4971619367392
192, 69.51669869567584
193, 69.52811432373221
194, 69.52811432373221
195, 69.51669869567584
196, 69.55444612201548
197, 69.61225477676938
198, 69.61225477676938
199, 69.52496234282482
200, 69.5328604257188
201, 69.51948814359741
202, 69.51948814359741
203, 69.52186311291457
204, 69.55095122347579
205, 69.53252017238215
206, 69.52186311291457
207, 69.55833391391658
208, 69.55833391391658
209, 69.55104431963073
210, 69.54287580372223
211, 69.54287580372223
212, 69.54287580372223
213, 69.54496017813328
214, 69.6829644697469
215, 69.6829644697469
216, 69.60549637297017
217, 69.56890666196712
218, 69.58940690058263
219, 69.62155152280648
220, 69.63285454593057
221, 69.75475458434683
222, 69.62155152280648
223, 69.64549800664031
224, 69.64549800664031
225, 69.64549800664031
226, 69.64353060802608
227, 69.63645010231701
228, 69.69058656772208
229, 69.69058656772208
230, 69.7765387683417
231, 69.80281507084011
232, 69.85419293076914
233, 69.85419293076914
234, 69.96510968114883
235, 69.97203983260441
236, 69.97810304068197
237, 69.97203983260441
238, 70.00562358415189
239, 70.00562358415189
240, 70.30377418980689
241, 70.30377418980689
242, 70.30377418980689
243, 70.35639963573139
244, 70.31221426992865
245, 70.31608875082071
