i, score
0, 58.435812402241766
1, 58.435812402241766
2, 58.435812402241766
3, 58.47426094539983
4, 58.55370906120328
5, 58.763075534226495
6, 58.62002908767211
7, 58.65010352015115
8, 58.84357129099391
9, 58.84357129099391
10, 58.98462065262596
11, 59.09619390268277
12, 59.09619390268277
13, 59.165721828198215
14, 59.217873279075704
15, 59.30074962756028
16, 59.34203866271814
17, 59.55060011081787
18, 59.52553238135569
19, 59.55037805448735
20, 59.667196381400046
21, 59.790208826129486
22, 59.786144838915746
23, 59.902963165828425
24, 60.01210306824035
25, 60.053412268555434
26, 60.162552170967345
27, 60.162552170967345
28, 60.27439054667494
29, 60.27439054667494
30, 60.29923621980659
31, 60.40190523751649
32, 60.40190523751649
33, 60.41967464792397
34, 60.41967464792397
35, 60.40923991339348
36, 60.42851807763331
37, 60.54068623917206
38, 60.51654920062859
39, 60.51654920062859
40, 60.517315880269976
41, 60.63890390593497
42, 60.72681326124747
43, 60.93481238114599
44, 61.02133030085068
45, 60.94386354340121
46, 61.06081086262134
47, 61.08555536910687
48, 61.16731192113288
49, 61.15731478069253
50, 61.1893737078838
51, 61.27270955023924
52, 61.55281825621634
53, 61.324025141560284
54, 61.27482698501987
55, 61.274820565975006
56, 61.273534435507216
57, 61.28494964512842
58, 61.28494964512842
59, 61.48256858626377
60, 61.48256858626377
61, 61.63537903662686
62, 61.63537903662686
63, 61.57970439548427
64, 61.595935848466624
65, 61.595935848466624
66, 61.628727846884885
67, 61.595935848466624
68, 61.595935848466624
69, 61.59843797355158
70, 61.742155213464706
71, 61.63476645820966
72, 61.63476645820966
73, 61.63476645820966
74, 61.63476645820966
75, 61.63476645820966
76, 61.63705715744677
77, 61.647544940612455
78, 61.640803120875695
79, 61.642230529794354
80, 61.64696937775559
81, 61.64696937775559
82, 61.65940604235146
83, 61.656120096529904
84, 61.7694275347715
85, 61.774785858668885
86, 61.787276955944684
87, 61.774785858668885
88, 61.797606651249744
89, 61.794064022908735
90, 61.78830581359227
91, 61.787919047120404
92, 61.90883293794041
93, 61.90883293794041
94, 61.86976305605075
95, 61.90741888483381
96, 61.90741888483381
97, 61.94967889063333
98, 61.94967889063333
99, 61.94967889063333
100, 61.96841988392209
101, 62.12836024461827
102, 62.118152954037335
103, 61.9972390632173
104, 61.9972390632173
105, 62.006489809177694
106, 62.006489809177694
107, 62.00270668295331
108, 62.03894925296365
109, 62.03788901899393
110, 62.046556324329885
111, 62.046556324329885
112, 62.58769807341761
113, 62.59636537875357
114, 62.70992227792808
115, 62.71408686491461
116, 62.775923812721295
117, 62.82554376439434
118, 62.84891672502966
119, 62.84891672502966
120, 62.88599998030283
121, 63.0043265115682
122, 63.00791194312499
123, 63.00791194312499
124, 63.132843142159466
125, 63.13642857371625
126, 63.13642857371625
127, 63.14272271884373
128, 63.15357864734673
129, 63.16859920538129
130, 63.15357864734673
131, 63.15357864734673
132, 63.15980201602755
133, 63.15357864734673
134, 63.15357864734673
135, 63.185749279011766
136, 63.15357864734673
137, 63.16452092753111
138, 63.16452092753111
139, 63.17264340474953
140, 63.17491592745959
141, 63.17491592745959
142, 63.17491592745959
143, 63.17491592745959
144, 63.17491592745959
145, 63.18390949974741
146, 63.2160260312072
147, 63.292709401448185
148, 63.31272598421604
149, 63.31272598421604
150, 63.31272598421604
151, 63.31272598421604
152, 63.43645082394287
153, 63.444156093426976
154, 63.444156093426976
155, 63.44876390016034
156, 63.673699487643226
157, 63.673699487643226
158, 63.673699487643226
159, 63.72038491369604
160, 63.77587782530361
161, 63.78684168033593
162, 63.78684168033593
163, 63.841070567716166
164, 63.84904606482004
165, 64.33168261983391
166, 64.31956925090101
167, 64.31956925090101
168, 64.33837685917491
169, 64.68252735496486
170, 64.49325742566171
171, 64.49325742566171
172, 64.51559211695488
173, 64.49620978007597
174, 64.64595611469461
175, 64.66816574494214
176, 64.64890846910887
177, 64.68541089230584
178, 64.68541089230584
179, 64.68541089230584
180, 64.72106434474269
181, 64.80670613649033
182, 64.83070450307491
183, 64.9519997472594
184, 64.9519997472594
185, 64.97497194251983
186, 64.96746716305151
187, 64.9519997472594
188, 65.10339040581412
189, 65.10339040581412
190, 65.10339040581412
191, 65.10339040581412
192, 65.25141533955122
193, 65.25141533955122
194, 65.26543403104087
195, 65.26543403104087
196, 65.30697599217481
197, 65.25295785585784
198, 65.26654454486693
199, 65.26654454486693
200, 65.25962129161962
201, 65.2699615098009
202, 65.2833094251351
203, 65.2699615098009
204, 65.30986581045636
205, 65.2699615098009
206, 65.2699615098009
207, 65.27182441985018
208, 65.31047147378811
209, 65.27182441985018
210, 65.27182441985018
211, 65.37291783493872
212, 65.37291783493872
213, 65.37291783493872
214, 65.41300308093366
215, 65.37291783493872
216, 65.37291783493872
217, 65.38479741441081
218, 65.38185457688583
219, 65.39027013044102
220, 65.39027013044102
221, 65.39027013044102
222, 65.39027013044102
223, 65.39800361233107
224, 65.39027013044102
225, 65.39027013044102
226, 65.39027013044102
227, 65.46215472979216
228, 65.46215472979216
229, 65.4632858234691
230, 65.4632858234691
231, 65.4632858234691
232, 65.46429655087987
233, 65.46429655087987
234, 65.46429655087987
235, 65.46429655087987
236, 65.57242572588103
237, 65.91714291888741
238, 65.91714291888741
239, 65.92739754612842
240, 65.91714291888741
241, 65.92305771594384
242, 65.92380635464917
243, 65.92380635464917
244, 65.94426820586541
245, 65.92380635464917
246, 65.92380635464917
247, 65.95215323042532
248, 65.95215323042532
249, 65.95215323042532
250, 66.02878333712141
251, 65.97688359408622
252, 65.97688359408622
253, 65.98320049722255
254, 65.9798751674999
255, 66.02314365081294
256, 65.97688359408622
257, 65.97688359408622
258, 65.9796804994065
259, 65.9796804994065
260, 66.06279815736336
261, 65.9796804994065
262, 65.9796804994065
263, 65.9985467825314
264, 66.00422573335193
265, 66.00422573335193
266, 66.00422573335193
267, 66.00422573335193
268, 66.03889071824753
269, 66.03889071824753
270, 66.03889071824753
271, 66.03889071824753
272, 66.03950635212126
273, 66.03889071824753
274, 66.17350446834692
275, 66.17350446834692
276, 66.17350446834692
277, 66.18337533467371
278, 66.18337533467371
279, 66.18337533467371
280, 66.18337533467371
281, 66.18486478513395
282, 66.35586320662055
283, 66.23494931580053
284, 66.23494931580053
285, 66.23615480781355
286, 66.23615480781355
287, 66.241012847354
288, 66.23615480781355
289, 66.24662057888222
290, 66.26785324457974
291, 66.23615480781355
292, 66.24660691926256
293, 66.23615480781355
294, 66.26617360138208
295, 66.24369455710105
296, 66.24662057888222
297, 66.24369455710105
298, 66.24518400756129
299, 66.24681244883719
300, 66.26543123475558
301, 66.24681244883719
302, 66.24916815398126
303, 66.25647411380795
304, 66.25647411380795
305, 66.24916815398126
306, 66.24916815398126
307, 66.24916815398126
308, 66.34689476488613
309, 66.33953777324062
310, 66.5146642837481
311, 66.34689476488613
312, 66.34983664427479
313, 66.36046710287133
314, 66.34983664427479
315, 66.34983664427479
316, 66.35406704960978
317, 66.45795059938739
318, 66.45795059938739
319, 66.46161661822191
320, 66.46161661822191
321, 66.46161661822191
322, 66.46161661822191
323, 66.47646865127608
324, 66.47646865127608
325, 66.46161661822191
326, 66.46161661822191
327, 66.46161661822191
328, 66.49806373954338
329, 66.50330305530323
330, 66.5085423710631
331, 66.5085423710631
332, 66.5085423710631
333, 66.55203122209734
334, 66.55203122209734
335, 66.51237446330424
336, 66.85376123170813
337, 66.59923481949113
338, 66.60306691173226
339, 66.60306691173226
340, 66.6080681982337
341, 66.6080681982337
342, 66.6080681982337
343, 66.61272857670302
344, 66.6080681982337
345, 66.6080681982337
346, 66.6170049401808
347, 66.60806819823371
348, 66.62724659681861
349, 66.62724659681861
350, 66.61180133118651
351, 66.6115478957086
352, 66.6115478957086
353, 66.6115478957086
354, 66.6115478957086
355, 66.61699083977051
356, 66.61699083977051
357, 66.7196618508212
358, 66.7196618508212
359, 66.7196618508212
360, 66.72306372827968
