i, score
0, 57.673582196445345
1, 57.673582196445345
2, 57.67319823733616
3, 57.65991756221324
4, 57.70426564545397
5, 57.70426564545397
6, 57.8480050793432
7, 57.81108653940142
8, 58.05331409885291
9, 58.074232692649595
10, 58.261004816145395
11, 58.34911868206119
12, 58.42678054897924
13, 58.53088723229505
14, 58.53451235562993
15, 58.81297107853181
16, 58.929789405444495
17, 58.99893726279533
18, 59.06005101478503
19, 59.11353857687513
20, 59.14657052413037
21, 59.325075366155815
22, 59.401606981114995
23, 59.40388506774694
24, 59.58915538404486
25, 59.78728319653938
26, 59.800993381456976
27, 59.810723911932456
28, 59.908923841496446
29, 59.94799368144031
30, 60.1170699143958
31, 60.213311468664
32, 60.38436546249234
33, 60.31002782624404
34, 60.39284644646867
35, 60.39284644646867
36, 60.90343961682777
37, 60.903439616827754
38, 60.96104557086937
39, 60.902485669602974
40, 60.9276916455636
41, 61.00836421545906
42, 61.145835686019744
43, 61.15789602114919
44, 61.15789602114919
45, 61.15789602114919
46, 61.15789602114919
47, 61.2526565799672
48, 61.36227704477542
49, 61.35740653799586
50, 61.40107229857438
51, 61.66328662948945
52, 61.66328662948945
53, 61.84498108004571
54, 61.734844652381994
55, 61.851450845475085
56, 61.851450845475085
57, 61.90133015161213
58, 61.90328214419499
59, 61.963739954180966
60, 62.05277675157668
61, 62.05277675157668
62, 61.98329946028076
63, 61.98329946028076
64, 62.08229162361482
65, 62.06851335953157
66, 62.18655620180607
67, 62.20878562557155
68, 62.39287450846889
69, 62.354152617279276
70, 62.3714679621856
71, 62.354152617279276
72, 62.40151197533776
73, 62.40667972721869
74, 62.523796897565795
75, 62.525062499142805
76, 62.644710788385815
77, 62.721567836763704
78, 62.721567836763704
79, 62.64837403974978
80, 62.668306102096764
81, 62.91529097056172
82, 62.97860046058223
83, 63.230463210230475
84, 63.2820371913573
85, 63.31230299147992
86, 63.288171878815156
87, 63.44619755004262
88, 63.40518528918954
89, 63.47314402832935
90, 63.47314402832935
91, 63.48850330527634
92, 63.49812943557321
93, 64.03614163001811
94, 63.66750276928941
95, 63.68558016302232
96, 63.67076930971756
97, 63.84006110983443
98, 63.817227431917146
99, 63.84742704759157
100, 63.840431666181345
101, 63.817227431917146
102, 63.99097885160542
103, 63.996163748708355
104, 64.1065436965805
105, 64.08653336796772
106, 64.19014039212904
107, 64.19014039212904
108, 64.30011485310142
109, 64.30011485310142
